stream_index,actual_wait,predicted_wait,rolling_mae,drift_trigger
0,54,33.51542419049614,20.48457580950386,0
1,22,15.338251228167008,13.573162290668424,0
2,4,-2.1562144708139996,11.10084635071695,0
3,50,34.29650165051528,12.251509350408892,0
4,22,29.601965754031582,11.32160063113343,0
5,3,4.759311837088221,9.727885832125894,0
6,12,8.359558202650536,8.858250970014977,0
7,12,17.837527770494265,8.480660570074887,0
8,13,8.971642524003226,7.98596022628843,0
9,42,33.418444196008565,8.04551978405873,0
10,0,5.236445453393138,7.790149390361858,0
11,36,20.406928217734553,8.44039292302049,0
12,15,15.330804548932377,7.816578432706019,0
13,33,24.16647345736493,7.889217583415237,0
14,13,12.304405903686256,7.409642684275138,0
15,9,8.308535218770245,6.989756565334803,0
16,8,12.221228237849875,6.826901957835689,0
17,0,-1.5758154260648922,6.535174928292867,0
18,0,-0.641383492435736,6.224975379037229,0
19,20,14.703666395978079,6.178543290286464,0
20,19,13.862995345543103,6.128946212389818,0
21,16,23.427979462381874,6.187993178298547,0
22,2,5.17312308087757,6.056911869715026,0
23,10,21.57464706821478,6.286817502985849,0
24,1,9.124471898469768,6.360323678805206,0
25,7,7.455496982967542,6.133214959734526,0
26,15,21.924320625016215,6.162515169559774,0
27,3,-7.666608015009015,6.3233756283258185,0
28,53,37.33515812633226,6.645495154027264,0
29,31,27.632836697083185,6.536217425656916,0
30,21,23.898222233152758,6.418862742027749,0
31,16,20.06061938756402,6.345167637200758,0
32,40,31.27357989159521,6.41732680299482,0
33,5,14.526342227950414,6.508768433140572,0
34,0,1.8281078676196323,6.375035274125688,0
35,15,11.403057698251137,6.297866024892999,0
36,11,-3.832986765957088,6.528544963840677,0
37,35,28.938292709925612,6.516259761899459,0
38,19,25.59505244057419,6.518280086993682,0
39,8,12.877533490293546,6.47726142207618,0
40,22,23.527498114363,6.356535487741711,0
41,2,6.108465781195569,6.303010018538231,0
42,0,2.497370251864842,6.2145067681504775,0
43,49,31.205098704985627,6.47769755285193,0
44,2,4.295025212162264,6.384749278614382,0
45,34,43.41557653326913,6.450636827628615,0
46,10,11.417664238952387,6.343552304465291,0
47,1,22.776057919254647,6.665062838106738,0
48,19,19.318730219088856,6.535545845881883,0
49,0,5.016739341137402,6.505169715786994,0
50,0,9.540892779761162,6.564693697433546,0
51,47,32.22531515205529,6.722578142635683,0
52,5,19.496845035843744,6.86926242363961,0
53,35,28.52558707007786,6.861950395978175,0
54,0,-2.8978383806561823,6.78987563206323,0
55,11,9.790052640776292,6.690234055762523,0
56,11,15.190766137939994,6.646383741414759,0
57,42,33.323227086514876,6.681390451278041,0
58,33,18.571818798352588,6.812691989419895,0
59,0,13.00112327528392,6.915832510850962,0
60,19,11.521453939908715,6.925057323133591,0
61,0,0.7978192684809624,6.826230902897258,0
62,13,14.771763862198856,6.746001267330616,0
63,0,8.610560227176766,6.775135001078212,0
64,2,8.077246404113893,6.764398253432607,0
65,11,9.919805873942313,6.6782739484723805,0
66,6,16.66784609030595,6.737819801335569,0
67,24,23.693372733443482,6.643243440529994,0
68,26,29.6330103826095,6.599616874473175,0
69,2,8.904464252446608,6.603971837015653,0
70,1,15.924216770690096,6.721158385377265,0
71,45,41.216936890056445,6.680351506551798,0
72,36,34.48969625825072,6.609528934431215,0
73,33,34.49640427607746,6.540432655264272,0
74,0,9.739140079469658,6.583082087587011,0
75,0,1.4539536359862169,6.515593555329106,0
76,8,15.492239371324464,6.52827726722515,0
77,22,15.326453059181526,6.530139698937885,0
78,5,21.882872331714168,6.66118694745404,0
79,9,8.541070776394083,6.583658725905939,0
80,44,29.75117281117738,6.505711868147424,0
81,42,27.427967804229382,6.604590410946642,0
82,0,2.2772917639512293,6.556103877110859,0
83,26,21.29702345443102,6.418597354561912,0
84,10,20.63628088919326,6.456526293751433,0
85,1,11.979926778487304,6.571783980518921,0
86,33,39.29316411698145,6.6049430095143205,0
87,19,24.004308316761254,6.594527766342658,0
88,19,19.342856889538712,6.548459009011933,0
89,1,7.669535687738604,6.524558757558772,0
90,7,7.451708880658941,6.464749550399594,0
91,33,21.595960604169065,6.412386645569162,0
92,35,30.623236212350804,6.4629611360531225,0
93,14,4.72597537104998,6.46846736213206,0
94,18,23.988627416404057,6.534630278633189,0
95,72,64.44214864317912,6.620460110828079,0
96,40,41.943951889507304,6.591994156473795,0
97,8,11.662845224394594,6.618082028952918,0
98,9,7.507944318378039,6.628715431317746,0
99,42,43.20330672233922,6.577552595296711,0
100,4,8.505593934882004,6.569659961302025,0
101,5,9.853203232849982,6.5374752584328775,0
102,0,10.885600017449555,6.633881220140026,0
103,30,22.586334368291162,6.581868952183703,0
104,28,19.490739389858163,6.586678811079603,0
105,1,14.605887684874757,6.751058694853444,0
106,10,9.782632329555657,6.667221782921294,0
107,21,27.98215264876856,6.621166090843289,0
108,3,3.468205381110657,6.431208134686327,0
109,5,9.790052640776292,6.448994251409569,0
110,2,11.483390276577623,6.53130885195238,0
111,43,35.33284074575924,6.576390600285839,0
112,30,29.221818184865636,6.477037621619959,0
113,52,52.319145893439085,6.361947667438567,0
114,4,13.965960507967843,6.46367082544292,0
115,27,33.8463764496061,6.504288752291136,0
116,32,22.556598013793216,6.4369189425442555,0
117,4,-10.969690149809498,6.548268728290947,0
118,44,42.61942638010801,6.483087743032418,0
119,3,6.86320015820321,6.470408576381288,0
120,4,7.296911225984902,6.492526240276563,0
121,2,1.3348854272872206,6.449484350170527,0
122,39,36.33623491895493,6.451564285535281,0
123,4,11.662640337451018,6.324911023565738,0
124,35,39.20711754350064,6.348812177707468,0
125,35,33.06909556841914,6.255253776436365,0
126,60,35.72532232142912,6.5409664444315965,0
127,16,8.968772760467747,6.356656060935066,0
128,29,32.41967011378894,6.3954178096188175,0
129,12,16.149250305105344,6.384574196668416,0
130,14,17.301376381024205,6.3065802416842045,0
131,26,25.513700727701142,6.127975421988632,0
132,31,45.73373635617727,6.130936563492801,0
133,5,15.28755719475907,6.1786008668032615,0
134,35,25.630157272993703,6.259500921132639,0
135,25,18.607739540741836,6.324279834883069,0
136,2,1.7105556241032307,6.275513312857529,0
137,30,24.583702331086002,6.23475737230039,0
138,22,20.9969708089513,6.066942972167906,0
139,32,37.64410565263958,5.974980251884851,0
140,25,25.993543026463502,5.8939177139645045,0
141,2,19.595019217517958,6.103882713327467,0
142,21,28.15694345397501,6.171197458224669,0
143,0,-8.500572917981891,6.169822616859732,0
144,0,-12.087272792977696,6.24494794672053,0
145,15,24.665466610063575,6.352263852770603,0
146,31,26.55187460131805,6.274517344125305,0
147,3,-1.3664051446683807,6.325264567601701,0
148,30,39.88909412070778,6.4034656143279305,0
149,15,18.158484746411734,6.356640870502495,0
150,0,11.385794686012714,6.312410594444027,0
151,20,20.307296232296864,6.268963508473443,0
152,2,13.094293547415269,6.388763381044269,0
153,32,30.41180667933682,6.38991074410159,0
154,0,13.201627597800995,6.433191838080731,0
155,11,10.582870719998652,6.420231533630921,0
156,14,14.871096815711562,6.3374672516857595,0
157,15,17.628735987641257,6.2869071147710445,0
158,20,12.801240580172774,6.165855703372458,0
159,38,36.16880783513349,6.183008990138215,0
160,23,30.993278697864724,6.104814634001241,0
161,23,26.645137794096883,5.96822845398032,0
162,35,27.326112131475284,6.0356859052874885,0
163,0,-9.54921642695324,6.096263903804791,0
164,0,-4.194385851313196,6.015740215831291,0
165,24,14.505000488952668,5.997178624988291,0
166,39,37.265579231660666,5.940194333130265,0
167,0,3.7921385356126063,5.925042210865906,0
168,2,6.547647660975951,5.977602095508873,0
169,0,-2.8491654875028765,5.929847468005926,0
170,0,-7.015817505767291,6.011898825819779,0
171,15,17.167065746152335,5.896436655198797,0
172,10,8.671347911181012,5.85833525896342,0
173,7,9.38535519742862,5.772226891069403,0
174,19,25.32689097342086,5.776455185532112,0
175,12,9.268556533520593,5.716125086902844,0
176,27,21.276635663018162,5.763367742496276,0
177,37,29.40924840999114,5.8124665720664535,0
178,13,16.603306234547965,5.838857203978028,0
179,0,-5.58684274995942,5.893651404323281,0
180,0,5.619520381390679,5.907575484904639,0
181,10,8.085134941009379,5.870846257731397,0
182,0,10.242555587274985,5.862808202354215,0
183,20,19.815120946887884,5.772448370121756,0
184,8,15.16654117171154,5.755664377141377,0
185,12,15.990856574319825,5.635476488259441,0
186,43,41.48073711646114,5.651750178423122,0
187,57,40.20687950778429,5.7743872764662125,0
188,5,6.162355393230788,5.7830641516177135,0
189,2,16.035076729151367,5.8986269527224025,0
190,8,7.356164029454838,5.788132523896996,0
191,0,-12.067882916677846,5.84314156967746,0
192,37,30.410733395520072,5.915780129544279,0
193,28,29.823279207499773,5.934581795970038,0
194,11,16.29556929162951,5.876201905765809,0
195,37,31.851915939542366,5.854973250901454,0
196,18,15.038396340242498,5.773950771820838,0
197,9,33.70188569991424,5.895603216197147,0
198,6,-6.172723407635235,6.030505088543937,0
199,2,6.469656446460988,6.038085792147159,0
200,0,12.776874809733036,6.15658533694401,0
201,0,-9.258752154178342,6.264005806712331,0
202,0,-1.6423792399053028,6.251238483698083,0
203,41,42.200217201987584,6.170458194504791,0
204,0,-6.388300290702034,6.197722978844808,0
205,36,29.70912438092711,6.252222618688458,0
206,51,39.172418355122794,6.096633918267288,0
207,3,6.376038859957296,6.050944063522601,0
208,19,19.9693241549591,6.020314739037227,0
209,17,15.851747723830123,5.982802263675533,0
210,19,17.061797652683794,5.965762588254184,0
211,37,25.779310212644845,6.0999424696923885,0
212,17,16.767179043818658,5.918681027192439,0
213,3,20.898639778911242,6.013819559494341,0
214,2,9.487863589169095,5.990294820271375,0
215,3,3.11838249749246,5.911871345749304,0
216,4,8.308181141326093,5.962105555317171,0
217,2,-3.2023192063848356,5.959430824535557,0
218,0,-0.8509725291157046,5.957530116261394,0
219,5,19.22195354852774,6.064753214959996,0
220,14,3.4568352437025656,6.18412348658292,0
221,10,15.581232067516211,6.033951147207898,0
222,0,-11.075117995335255,6.082928328974901,0
223,35,22.058914364127595,6.138434737948533,0
224,33,29.690436425130514,6.02871337272218,0
225,17,21.075582411224726,5.958839820236695,0
226,9,16.023784727417276,5.991035561845886,0
227,10,15.688563811003815,6.007562545175079,0
228,15,22.72105463844601,5.980462051646807,0
229,30,19.265115020471093,6.075167054560772,0
230,60,53.811919770060996,6.01019562385985,0
231,0,-3.9844413143142887,6.056159937385069,0
232,35,22.65567274258312,6.0717853587600885,0
233,34,23.97166831434927,6.177287088322433,0
234,37,42.62498290752469,6.08257902969398,0
235,0,5.8402989315956315,6.150368650338908,0
236,15,12.349153077976977,6.1726155266678004,0
237,30,31.129011266235246,6.153868967650225,0
238,41,27.207866385098587,6.236286145088653,0
239,8,37.22160490685302,6.578666304363483,0
240,29,34.31570499569397,6.54519663308635,0
241,26,32.04786706320121,6.575230748950153,0
242,0,13.296223387604158,6.645509942938647,0
243,14,17.6840754276436,6.572195680447275,0
244,59,59.588963648360235,6.527127902910365,0
245,10,6.965529142266357,6.446371294743943,0
246,28,22.165742871174718,6.497619249250017,0
247,22,14.329255463359253,6.54610182426287,0
248,19,15.574478545503508,6.532075246681876,0
249,46,33.15288418375222,6.657049625791187,0
250,43,37.8856804101727,6.633280901841937,0
251,0,-11.5925655466839,6.751099649348582,0
252,24,29.850371518272265,6.807621142216749,0
253,2,13.549662004119313,6.922174977300381,0
254,40,27.109047646645898,7.004225744549546,0
