scenario,arrival_rate_multiplier,cluster_size,job_dist_type,r2_score,mape,improvement_pct,failure_mode,risk_level,improvement_degradation_pct,failure_rate_pct,n_samples,severity_score,severity_band,z_mape,z_r2_score,z_improvement_pct,z_failure_rate_pct
arr_0.50_cluster_4_short_heavy,0.5,4,short_heavy,-0.4355413902790428,77.29637144861888,10.130398785704429,POLICY_DOMINATED,MEDIUM_RISK,-2.2325364295565704,3.0303030303030276,164,-0.07102767693635464,Q3_ABOVE_MEDIAN,-0.29268292663104534,0.18345047169396897,0.9977154732296653,-1.1725937260380075
arr_0.50_cluster_4_balanced,0.5,4,balanced,-0.6947725338671491,79.91752684685895,36.645490365766506,FIT_DOMINATED,MEDIUM_RISK,-28.747628009618648,29.09090909090909,114,-0.09072294915384989,Q2_BELOW_MEDIAN,-0.16510329442624253,0.5635191179767428,-0.6610334221372743,-0.10027419802862554
arr_0.50_cluster_4_long_heavy,0.5,4,long_heavy,-0.7436558223546696,81.36293650297401,38.000137779002486,FIT_DOMINATED,MEDIUM_RISK,-30.10227542285463,42.42424242424242,92,0.060753501438355575,Q3_ABOVE_MEDIAN,-0.09475079551059414,0.6351887677886594,-0.7457783642217476,0.44835439769710467
arr_0.50_cluster_8_short_heavy,0.5,8,short_heavy,-0.15023250093142138,86.15856471098985,15.43569964210014,POLICY_DOMINATED,MEDIUM_RISK,-7.537837285952281,3.6363636363636376,161,-0.14450446178839693,Q2_BELOW_MEDIAN,0.13866706417847255,-0.2348517501991237,0.6658229014629921,-1.1476560625959287
arr_0.50_cluster_8_balanced,0.5,8,balanced,-0.1613783302023324,84.36188324821809,22.688892246227198,POLICY_DOMINATED,MEDIUM_RISK,-14.79102989007934,23.636363636363633,122,-0.06998342246681839,Q3_ABOVE_MEDIAN,0.05121709445767137,-0.2185104256805506,0.21207281036293915,-0.3247131690073335
arr_0.50_cluster_8_long_heavy,0.5,8,long_heavy,-0.262056096498162,80.91301367951031,19.80825201164183,POLICY_DOMINATED,MEDIUM_RISK,-11.910389655493972,39.39393939393939,100,0.13209877077890925,Q3_ABOVE_MEDIAN,-0.1166499123567703,-0.07090292058992757,0.39228183557562346,0.32366608048671136
arr_0.50_cluster_16_short_heavy,0.5,16,short_heavy,0.614792079548381,89.72559494458335,-9.655172413793101,POLICY_DOMINATED,HIGH_RISK,17.55303476994096,0.0,165,-0.026501405405766898,Q3_ABOVE_MEDIAN,0.3122853111434666,-1.3564834054527013,2.235474515934568,-1.2972820432484007
arr_0.50_cluster_16_balanced,0.5,16,balanced,0.37391668705522063,80.49510675873974,-8.446866485013631,POLICY_DOMINATED,HIGH_RISK,16.34472884116149,0.0,165,-0.06942877065057934,Q3_ABOVE_MEDIAN,-0.13699071751603342,-1.0033268244935465,2.1598845026556632,-1.2972820432484007
arr_0.50_cluster_16_long_heavy,0.5,16,long_heavy,-0.03152619142700175,112.60139633924027,13.549702426807025,CALIBRATION_DOMINATED,HIGH_RISK,-5.6518400706591665,10.303030303030303,150,0.2318238506807515,Q4_MOST_SEVERE,1.4257203750393426,-0.40889158867722974,0.7838083810939568,-0.8733417647330635
arr_0.50_cluster_32_short_heavy,0.5,32,short_heavy,-0.4030076545181118,177.24722269603183,3.5714285714285783,CALIBRATION_DOMINATED,HIGH_RISK,4.32643378471928,0.0,165,1.2046838593997966,Q4_MOST_SEVERE,4.572230023308451,0.13575152341935345,1.408035934119782,-1.2972820432484007
arr_0.50_cluster_32_balanced,0.5,32,balanced,0.39382872682246406,104.48276367305094,-3.205128205128202,POLICY_DOMINATED,HIGH_RISK,11.10299056127606,0.0,165,0.13318185041434943,Q3_ABOVE_MEDIAN,1.0305617475677373,-1.0325206238739548,1.831968321212016,-1.2972820432484007
arr_0.50_cluster_32_long_heavy,0.5,32,long_heavy,0.6772946753054914,84.47687089813441,13.476070528967252,POLICY_DOMINATED,LOW_RISK,-5.5782081728193935,0.0,165,-0.4750435735509,Q1_LEAST_SEVERE,0.056813894286582005,-1.4481208400207841,0.7884146947790031,-1.2972820432484007
arr_0.75_cluster_4_short_heavy,0.75,4,short_heavy,-0.5510377038713732,79.5211511245567,30.05364427740838,FIT_DOMINATED,MEDIUM_RISK,-22.155781921260523,23.17073170731707,195,-0.10603524526763039,Q2_BELOW_MEDIAN,-0.1843961104493553,0.3527840129888188,-0.2486562902508107,-0.34387259335917436
arr_0.75_cluster_4_balanced,0.75,4,balanced,-0.8930600814230443,80.08771428152028,40.94310985502696,FIT_DOMINATED,MEDIUM_RISK,-33.0452474988791,45.12195121951219,130,0.08172172777426673,Q3_ABOVE_MEDIAN,-0.15681975262076628,0.8542360385256283,-0.9298867866068351,0.55935741179904
arr_0.75_cluster_4_long_heavy,0.75,4,long_heavy,-0.7671303782911367,90.04901700715887,24.393594106078115,COMPLETION_DOMINATED,HIGH_RISK,-16.495731749930258,58.13008130081301,104,0.5494166767889815,Q4_MOST_SEVERE,0.32802724991520366,0.6696057077186796,0.10542892725887569,1.0946048222631672
arr_0.75_cluster_8_short_heavy,0.75,8,short_heavy,-0.03497905469230611,70.5803879538768,32.047667684326825,NO_DOMINANT_AXIS,MEDIUM_RISK,-24.149805328178967,24.390243902439025,198,-0.42262311160041843,Q1_LEAST_SEVERE,-0.6195703384678344,-0.4038292144235833,-0.3733997448820938,-0.2936931486281623
arr_0.75_cluster_8_balanced,0.75,8,balanced,-0.2170248123557661,72.31415554884774,39.6808729145848,COMPLETION_DOMINATED,MEDIUM_RISK,-31.783010558436946,40.243902439024396,141,-0.29109771673358736,Q2_BELOW_MEDIAN,-0.53518257868697,-0.13692500021925413,-0.8509229209031183,0.3586396328749928
arr_0.75_cluster_8_long_heavy,0.75,8,long_heavy,-0.6034442509756635,75.79336467468495,49.64517018051537,COMPLETION_DOMINATED,MEDIUM_RISK,-41.74730782436751,51.21951219512195,94,-0.15006027207320102,Q2_BELOW_MEDIAN,-0.36583885303989855,0.42961924635850207,-1.4742761170655074,0.8102546354540997
arr_0.75_cluster_16_short_heavy,0.75,16,short_heavy,0.7250672648976528,60.114371648660146,-4.390563564875488,POLICY_DOMINATED,HIGH_RISK,12.288425921023347,0.0,246,-0.5095749510569092,Q1_LEAST_SEVERE,-1.128983291154861,-1.518162051907597,1.9061275820832213,-1.2972820432484007
arr_0.75_cluster_16_balanced,0.75,16,balanced,0.15837654472584128,90.85641045971141,13.618106296352138,POLICY_DOMINATED,MEDIUM_RISK,-5.72024394020428,3.2520325203251987,244,-0.17598268241017823,Q2_BELOW_MEDIAN,0.3673255531712343,-0.6873152180914748,0.7795291259118966,-1.163470190632369
arr_0.75_cluster_16_long_heavy,0.75,16,long_heavy,-0.17927951936287467,72.3370111974659,33.922155564406395,NO_DOMINANT_AXIS,MEDIUM_RISK,-26.024293208258538,28.455284552845526,170,-0.3358571210211184,Q2_BELOW_MEDIAN,-0.5340701245202063,-0.192264810910168,-0.4906652157959765,-0.12642833285812272
arr_0.75_cluster_32_short_heavy,0.75,32,short_heavy,-0.6956751051916303,152.18285227497867,5.524861878453039,CALIBRATION_DOMINATED,HIGH_RISK,2.37300047769482,0.0,246,0.9764156842872427,Q4_MOST_SEVERE,3.3522706260480093,0.5648424121485816,1.2858317422007803,-1.2972820432484007
arr_0.75_cluster_32_balanced,0.75,32,balanced,0.7337425552898131,65.64329673608242,-7.870370370370365,POLICY_DOMINATED,HIGH_RISK,15.768232726518224,0.0,246,-0.3910543078380961,Q1_LEAST_SEVERE,-0.859873634545086,-1.53088122534417,2.1238196717852724,-1.2972820432484007
arr_0.75_cluster_32_long_heavy,0.75,32,long_heavy,0.44945322432814583,74.7666645224551,12.42218802769755,POLICY_DOMINATED,LOW_RISK,-4.524325671549691,0.0,245,-0.493205789761817,Q1_LEAST_SEVERE,-0.415811482626854,-1.1140738168064184,0.854344183634405,-1.2972820432484007
arr_1.00_cluster_4_short_heavy,1.0,4,short_heavy,-0.9795724569261761,77.40547903650827,36.39577663915686,FIT_DOMINATED,MEDIUM_RISK,-28.497914283009,38.18181818181819,199,0.08052047200838282,Q3_ABOVE_MEDIAN,-0.28737232736515406,0.9810751250222205,-0.6454116632260896,0.2737907536025544
arr_1.00_cluster_4_balanced,1.0,4,balanced,-0.4723152918030429,82.45256754567018,18.511999571682896,COMPLETION_DOMINATED,HIGH_RISK,-10.614137215535038,49.09090909090909,163,0.34792333055744906,Q4_MOST_SEVERE,-0.04171512743862386,0.23736608837994186,0.47337366572850836,0.7226686955599699
arr_1.00_cluster_4_long_heavy,1.0,4,long_heavy,-1.6741598374331037,91.94565953013675,25.788962382895324,FIT_DOMINATED,HIGH_RISK,-17.891100026747466,61.81818181818181,104,0.9210687299640419,Q4_MOST_SEVERE,0.42034262948711953,1.9994361204658175,0.018136542059608886,1.2463596278436213
arr_1.00_cluster_8_short_heavy,1.0,8,short_heavy,-0.09894569197940029,90.43580721837348,27.74660063604954,CALIBRATION_DOMINATED,MEDIUM_RISK,-19.84873827990168,32.72727272727273,218,-0.004542676515322289,Q3_ABOVE_MEDIAN,0.34685350986160435,-0.3100452928451016,-0.10433070570163823,0.04935178262384635
arr_1.00_cluster_8_balanced,1.0,8,balanced,-0.3253135422267468,74.43318716038708,36.27035070963729,COMPLETION_DOMINATED,MEDIUM_RISK,-28.372488353489434,46.666666666666664,168,-0.10621218930284229,Q2_BELOW_MEDIAN,-0.43204284351062017,0.021841228251887525,-0.6375651837442916,0.6229180417916552
arr_1.00_cluster_8_long_heavy,1.0,8,long_heavy,-0.4423741227689424,71.14457252414584,45.714142477565545,COMPLETION_DOMINATED,MEDIUM_RISK,-37.816280121417684,63.03030303030304,115,-0.08269071143409357,Q2_BELOW_MEDIAN,-0.5921097537123945,0.19346820085993174,-1.2283562476116907,1.2962349547277792
arr_1.00_cluster_16_short_heavy,1.0,16,short_heavy,0.6135792145304858,87.13671437500821,-3.705251280254096,POLICY_DOMINATED,HIGH_RISK,11.603113636401954,0.9090909090909038,329,-0.1412621941031913,Q2_BELOW_MEDIAN,0.18627659334278826,-1.3547051778867742,1.8632553562165035,-1.2598755480852828
arr_1.00_cluster_16_balanced,1.0,16,balanced,0.1403617450499126,97.94320835470563,27.757374352292878,CALIBRATION_DOMINATED,MEDIUM_RISK,-19.85951199614502,23.030303030303035,256,-0.100824232165411,Q2_BELOW_MEDIAN,0.7122616334815429,-0.660903034620323,-0.10500469507345217,-0.3496508324494118
arr_1.00_cluster_16_long_heavy,1.0,16,long_heavy,-0.17561413661419611,66.1045821826384,33.50905386987188,COMPLETION_DOMINATED,MEDIUM_RISK,-25.61119151372402,38.787878787878796,200,-0.30028848447636414,Q2_BELOW_MEDIAN,-0.837421464157724,-0.19763876806715217,-0.46482212272521367,0.2987284170446332
arr_1.00_cluster_32_short_heavy,1.0,32,short_heavy,-1.252461162125503,160.46433535583543,-6.849315068493144,CALIBRATION_DOMINATED,HIGH_RISK,14.747177424641002,0.0,330,1.4747962720082406,Q4_MOST_SEVERE,3.7553556801716246,1.3811676422074348,2.0599438089023043,-1.2972820432484007
arr_1.00_cluster_32_balanced,1.0,32,balanced,0.8535500934464942,61.71257900630949,9.997275946608562,POLICY_DOMINATED,LOW_RISK,-2.0994135904607036,0.0,330,-0.7622419652446085,Q1_LEAST_SEVERE,-1.0511936618132287,-1.706535617063525,1.0060434611467206,-1.2972820432484007
arr_1.00_cluster_32_long_heavy,1.0,32,long_heavy,0.2610011788256098,54.01265750525896,24.058265625032575,POLICY_DOMINATED,LOW_RISK,-16.160403268884718,9.696969696969692,301,-0.7589055590005179,Q1_LEAST_SEVERE,-1.4259723390978594,-0.8377771001697265,0.12640663144065628,-0.8982794281751424
arr_1.25_cluster_4_short_heavy,1.25,4,short_heavy,-1.1206602182443555,82.08600034493037,41.26939829864335,FIT_DOMINATED,MEDIUM_RISK,-33.37153594249549,47.34299516908212,221,0.2072050651480243,Q3_ABOVE_MEDIAN,-0.05955707175071219,1.1879292618711073,-0.950298958059664,0.6507470285313661
arr_1.25_cluster_4_balanced,1.25,4,balanced,-1.0664196103342998,81.55300721283086,21.511074100566656,FIT_DOMINATED,HIGH_RISK,-13.613211744418798,54.347826086956516,184,0.5619092340826692,Q4_MOST_SEVERE,-0.08549947402361742,1.1084050421473957,0.28575554844281215,0.9389758197640866
arr_1.25_cluster_4_long_heavy,1.25,4,long_heavy,-2.323664299623248,87.21800455012261,33.45381358667584,FIT_DOMINATED,HIGH_RISK,-25.555951230527985,69.08212560386472,109,1.0564540943534129,Q4_MOST_SEVERE,0.19023323423860203,2.9516993334517556,-0.4613663640130665,1.5452501737363609
arr_1.25_cluster_8_short_heavy,1.25,8,short_heavy,-0.22566777714527242,90.77956205830938,52.573194930619216,COMPLETION_DOMINATED,MEDIUM_RISK,-44.675332574471355,41.787439613526566,223,-0.24899144697829628,Q2_BELOW_MEDIAN,0.36358510695694984,-0.1242532205790857,-1.6574494546033611,0.42215178031231176
arr_1.25_cluster_8_balanced,1.25,8,balanced,-0.23204620964483125,89.31483647996065,37.67614762514037,COMPLETION_DOMINATED,MEDIUM_RISK,-29.778285268992516,51.93236714975845,191,0.07286687398142402,Q3_ABOVE_MEDIAN,0.29229244315984376,-0.11490155792019906,-0.7255099707219246,0.839586581407976
arr_1.25_cluster_8_long_heavy,1.25,8,long_heavy,-0.27889820019007505,103.25430359814331,27.475545564509453,COMPLETION_DOMINATED,HIGH_RISK,-19.577683208361595,63.285024154589365,141,0.535975229142458,Q4_MOST_SEVERE,0.9707688468338733,-0.046210071335247196,-0.08737386061048986,1.3067160016816957
arr_1.25_cluster_16_short_heavy,1.25,16,short_heavy,0.2137111071157023,61.918783812472114,18.508178537869966,POLICY_DOMINATED,LOW_RISK,-10.610316181722109,8.45410628019324,401,-0.5713518438034139,Q1_LEAST_SEVERE,-1.0411570446226743,-0.7684433261153328,0.473612704526365,-0.9494197090020134
arr_1.25_cluster_16_balanced,1.25,16,balanced,-0.09968084282962053,66.95744847228902,39.079236105012704,NO_DOMINANT_AXIS,MEDIUM_RISK,-31.181373748864846,28.260869565217394,284,-0.5131476488502636,Q1_LEAST_SEVERE,-0.7959098591508027,-0.3089674602028139,-0.8132853215655311,-0.134427954481907
arr_1.25_cluster_16_long_heavy,1.25,16,long_heavy,-0.16685484395645855,72.03600833607514,23.667518092805455,COMPLETION_DOMINATED,MEDIUM_RISK,-15.769655736657597,43.961352657004824,218,-0.02418714503029265,Q3_ABOVE_MEDIAN,-0.5487208523536687,-0.2104811004225216,0.1508512778222086,0.5116020948328112
arr_1.25_cluster_32_short_heavy,1.25,32,short_heavy,0.484810251165132,85.80855191143377,10.143702451394757,POLICY_DOMINATED,MEDIUM_RISK,-2.2458400952468986,0.0,414,-0.33617001404019553,Q2_BELOW_MEDIAN,0.12163087309101504,-1.1659120995857009,0.9968832135823044,-1.2972820432484007
